DATE,T2M,RH2M,PRECTOT
20201217,26.07,53.38,0.12
20201218,25.62,55.22,0.12
20201219,26.45,52.5,0.34
20201220,25.88,65.4,1.42
20201221,26.41,60.86,0.43
20201222,26.43,60.77,1.85
20201223,25.81,62.82,2.19
20201224,26.02,63.37,2.16
20201225,26.14,58.02,0.13
20201226,25.97,50.41,0.11
20201227,24.77,47.39,0.01
20201228,25.41,46.32,0.06
20201229,26.28,53.55,0.14
20201230,25.66,63.64,3.69
20201231,22.5,89.17,40.81
20210101,23.44,80.22,6.06
20210102,24.54,71.67,1.82
20210103,24.26,73.39,5.24
20210104,24.75,64.76,0.3
20210105,24.91,62.39,0.41
20210106,24.64,58.64,0.04
20210107,24.32,56.53,0.0
20210108,25.05,53.54,0.01
20210109,25.36,54.19,0.07
20210110,24.08,51.23,0.04
20210111,24.76,55.11,2.6
20210112,24.8,58.2,1.15
20210113,25.21,55.65,0.83
20210114,25.58,52.3,0.3
20210115,26.0,54.67,0.51
20210116,25.96,58.34,0.94
20210117,25.58,62.18,1.11
20210118,26.39,56.42,0.55
20210119,26.58,52.91,0.24
20210120,26.4,50.67,0.08
20210121,24.94,62.74,0.84
20210122,25.18,68.77,1.9
20210123,25.43,64.67,0.59
20210124,26.09,55.73,0.11
20210125,25.81,59.98,0.51
20210126,24.68,60.27,0.01
20210127,25.88,51.36,0.0
20210128,26.2,53.21,0.0
20210129,26.54,52.63,0.0
20210130,25.86,50.35,0.0
20210131,24.96,46.94,0.0
20210201,25.6,46.03,0.01
20210202,26.92,47.91,0.07
20210203,26.32,51.33,0.0
20210204,26.44,46.65,0.01
20210205,26.11,52.24,0.97
20210206,26.82,51.76,0.95
20210207,27.19,53.25,1.41
20210208,24.95,66.96,11.83
20210209,24.65,68.32,3.03
20210210,25.8,60.25,0.38
20210211,25.16,60.42,2.72
20210212,26.73,53.51,0.08
20210213,26.4,58.57,1.52
20210214,26.56,56.37,0.72
20210215,26.49,56.36,0.11
20210216,26.66,53.21,0.06
20210217,26.66,53.25,0.05
20210218,26.41,50.97,0.0
20210219,28.4,44.69,0.28
20210220,27.19,52.61,0.15
20210221,27.81,52.57,0.31
20210222,26.17,57.65,0.47
20210223,26.89,49.14,0.03
20210224,27.51,48.91,0.04
20210225,26.95,50.49,0.0
20210226,26.51,49.69,0.0
20210227,27.23,40.24,0.0
20210228,27.08,42.64,0.0
20210301,27.55,46.32,0.0
20210302,26.17,48.37,0.01
20210303,26.89,46.11,0.0
20210304,27.57,50.81,0.15
20210305,28.21,48.03,0.13
20210306,28.78,44.8,0.03
20210307,28.25,47.64,0.1
20210308,27.49,48.17,0.06
20210309,26.68,47.61,0.06
20210310,27.02,50.52,0.01
20210311,27.31,45.18,0.01
20210312,26.86,50.31,0.13
20210313,27.77,47.67,0.2
20210314,28.27,46.66,0.23
20210315,27.11,50.36,0.83
20210316,27.0,52.74,1.31
20210317,25.93,60.43,5.02
20210318,25.31,69.52,9.43
20210319,25.76,69.09,3.36
20210320,24.95,72.72,7.55
20210321,25.62,68.57,7.85
20210322,26.14,64.49,0.6
20210323,26.39,64.93,0.08
20210324,26.35,63.71,0.06
20210325,26.92,55.7,0.0
20210326,26.75,55.95,0.0
20210327,26.54,55.39,0.1
20210328,27.38,55.46,0.49
20210329,27.35,55.86,1.89
20210330,27.66,55.97,0.75
20210331,27.76,58.2,1.84
20210401,27.02,64.45,3.66
20210402,26.43,63.36,1.19
20210403,27.13,60.07,0.83
20210404,26.87,64.22,2.08
20210405,27.06,62.65,0.42
20210406,27.66,59.64,1.68
20210407,26.89,64.85,2.74
20210408,25.81,69.75,4.19
20210409,26.77,65.5,1.94
20210410,26.43,67.53,2.41
20210411,26.56,65.9,2.72
20210412,26.25,66.45,2.73
20210413,26.18,65.35,1.27
20210414,27.01,60.59,0.27
20210415,27.75,55.84,0.25
20210416,26.72,64.43,0.93
20210417,26.95,63.41,0.44
20210418,26.96,61.49,1.29
20210419,27.2,56.31,0.36
20210420,26.6,56.74,1.15
20210421,26.25,59.16,3.67
20210422,26.65,60.0,2.84
20210423,26.93,61.78,2.23
20210424,26.89,63.87,3.54
20210425,26.7,59.43,1.95
20210426,27.76,53.32,0.19
20210427,27.75,58.12,0.46
20210428,27.06,56.5,1.26
20210429,27.7,57.85,0.41
20210430,28.23,55.65,1.27
20210501,28.01,58.86,3.47
20210502,27.15,61.39,0.94
20210503,26.79,63.27,2.68
20210504,27.0,61.08,0.52
20210505,25.7,62.79,4.76
20210506,24.23,65.9,2.16
20210507,24.7,68.7,8.23
20210508,24.81,68.35,4.54
20210509,25.54,66.21,1.08
20210510,25.49,67.45,5.84
20210511,22.22,80.21,19.18
20210512,23.27,74.62,6.99
20210513,23.65,73.14,4.81
20210514,24.39,64.85,0.44
20210515,25.0,62.61,0.14
20210516,25.67,62.66,0.06
20210517,26.15,64.97,0.05
20210518,25.62,62.26,0.04
20210519,25.76,58.09,0.05
20210520,26.11,60.97,0.08
20210521,25.05,56.31,0.07
20210522,25.21,58.8,0.08
20210523,25.56,58.53,0.05
20210524,25.22,56.83,0.12
20210525,25.31,54.5,0.05
20210526,24.29,60.1,0.79
20210527,24.86,61.2,0.42
20210528,25.0,66.29,1.23
20210529,24.36,66.07,1.39
20210530,24.52,61.05,0.82
20210531,25.04,60.58,0.13
20210601,25.03,59.85,0.03
20210602,25.39,56.05,0.01
20210603,25.89,57.8,0.02
20210604,26.18,57.55,0.02
20210605,25.58,58.39,0.08
20210606,25.74,55.69,0.08
20210607,25.5,54.18,0.05
20210608,25.46,53.34,0.06
20210609,25.45,56.6,0.29
20210610,25.52,57.27,0.09
20210611,25.14,58.01,0.05
20210612,24.77,57.88,0.05
20210613,25.09,54.49,0.04
20210614,24.95,56.93,0.1
20210615,24.14,59.54,0.08
20210616,24.26,58.58,0.06
20210617,24.71,56.58,0.06
20210618,25.86,50.68,0.03
20210619,24.7,59.2,0.02
20210620,24.23,55.28,0.06
20210621,24.4,51.77,0.05
20210622,24.2,60.52,0.27
20210623,24.22,56.7,0.07
20210624,24.57,56.62,0.07
20210625,24.25,58.54,0.33
20210626,23.29,62.55,0.8
20210627,23.62,56.93,0.16
20210628,24.29,53.85,0.11
20210629,24.62,57.54,0.1
20210630,24.98,52.02,0.05
20210701,24.74,57.39,0.19
20210702,24.93,54.14,0.16
20210703,24.62,47.19,0.1
20210704,24.14,50.93,0.07
20210705,24.17,53.94,0.1
20210706,24.09,58.34,0.29
20210707,24.61,52.86,0.21
20210708,23.68,59.8,0.75
20210709,23.52,57.67,0.98
20210710,23.35,53.53,0.99
20210711,24.36,49.0,0.1
20210712,24.64,51.36,0.15
20210713,25.47,49.31,0.11
20210714,25.34,56.93,0.26
20210715,24.93,57.11,0.44
20210716,25.75,48.03,0.25
20210717,23.96,52.32,0.36
20210718,24.19,53.44,0.53
20210719,23.36,56.42,0.53
20210720,24.6,53.87,0.34
20210721,25.29,52.08,0.28
20210722,25.2,55.97,0.26
20210723,23.23,61.7,1.28
20210724,24.24,50.4,0.62
20210725,23.95,51.0,0.16
20210726,23.82,44.47,0.07
20210727,24.22,48.33,0.1
20210728,23.81,51.82,0.14
20210729,22.77,59.42,0.58
20210730,23.51,56.33,0.67
20210731,24.3,47.86,0.19
20210801,24.63,48.32,0.18
20210802,24.22,50.45,0.23
20210803,24.81,50.08,0.1
20210804,24.53,51.74,0.09
20210805,24.57,49.77,0.08
20210806,24.51,51.11,0.12
20210807,23.91,58.04,0.19
20210808,24.37,57.84,0.44
20210809,25.21,52.09,0.2
20210810,25.85,52.95,0.5
20210811,24.53,56.6,0.51
20210812,24.5,53.51,0.2
20210813,25.04,48.28,0.07
20210814,24.3,54.94,0.26
20210815,24.96,48.01,0.17
20210816,24.52,55.15,0.34
20210817,25.18,54.64,0.13
20210818,25.57,54.96,0.25
20210819,25.23,50.02,0.26
20210820,26.17,48.86,0.11
20210821,26.51,55.15,0.27
20210822,26.62,50.71,0.18
20210823,25.91,50.96,0.28
20210824,25.18,46.64,0.03
20210825,25.29,48.32,0.05
20210826,24.89,40.11,0.01
20210827,25.17,40.98,0.02
20210828,25.84,43.14,0.04
20210829,25.96,47.84,0.22
20210830,26.81,49.15,0.2
20210831,26.59,49.96,0.19
20210901,26.97,47.03,0.08
20210902,26.21,54.07,0.35
20210903,25.55,48.64,0.09
20210904,25.63,43.99,0.08
20210905,25.68,47.81,0.08
20210906,25.61,52.58,0.08
20210907,25.82,53.55,0.15
20210908,26.18,49.86,0.15
20210909,25.72,54.36,0.43
20210910,25.52,52.45,0.23
20210911,25.54,46.41,0.11
20210912,25.39,52.92,0.15
20210913,26.0,51.49,0.16
20210914,26.18,48.21,0.12
20210915,26.82,48.51,0.07
20210916,27.16,51.05,0.11
20210917,27.72,48.42,0.15
20210918,26.24,50.07,0.54
20210919,27.05,42.76,0.07
20210920,26.38,46.14,0.1
20210921,26.47,50.26,0.16
20210922,26.81,47.17,0.11
20210923,26.61,50.67,0.14
20210924,25.4,52.05,0.04
20210925,26.33,46.35,0.06
20210926,26.27,50.93,0.07
20210927,26.46,44.68,0.02
20210928,26.99,44.6,0.02
20210929,27.74,48.42,0.05
20210930,27.57,54.63,0.25
20211001,26.93,54.73,0.42
20211002,27.03,46.43,0.19
20211003,27.5,44.62,0.06
20211004,27.13,47.39,0.1
20211005,26.92,46.16,0.07
20211006,26.99,44.01,0.19
20211007,27.8,45.01,0.15
20211008,28.21,47.32,0.06
20211009,27.56,52.81,0.07
20211010,27.48,51.68,0.06
20211011,27.55,49.69,0.02
20211012,27.5,45.18,0.04
20211013,27.06,51.83,0.19
20211014,27.44,43.73,0.04
20211015,28.16,45.27,0.02
20211016,27.76,49.68,0.1
20211017,27.55,43.3,0.01
20211018,26.99,50.31,0.37
20211019,27.5,53.86,2.38
20211020,25.08,66.59,7.63
20211021,24.56,61.38,1.03
20211022,24.76,53.49,0.21
20211023,25.69,50.35,0.28
20211024,26.81,48.2,0.14
20211025,26.52,55.07,2.19
20211026,26.92,56.12,0.94
20211027,27.0,51.2,1.41
20211028,26.51,49.11,0.2
20211029,26.77,50.47,0.26
20211030,27.44,52.13,0.43
20211031,27.54,50.22,0.59
20211101,27.13,53.52,0.82
20211102,26.98,53.83,0.26
20211103,26.04,59.0,0.49
20211104,27.52,53.23,0.11
20211105,27.97,49.88,0.23
20211106,28.38,46.56,0.11
20211107,28.3,46.21,0.18
20211108,27.61,44.18,0.04
20211109,27.52,49.61,0.58
20211110,27.26,58.97,1.12
20211111,27.85,52.54,0.69
20211112,28.37,46.94,0.77
20211113,27.68,53.32,0.95
20211114,27.62,51.77,0.66
20211115,27.05,57.55,2.61
20211116,25.88,65.18,8.86
20211117,26.64,59.53,0.99
20211118,26.1,61.42,1.48
20211119,27.12,57.8,0.98
20211120,26.1,64.73,1.75
20211121,26.08,65.42,2.18
20211122,26.6,64.57,1.13
20211123,27.54,57.75,0.42
20211124,28.31,49.23,0.04
20211125,28.04,50.13,0.33
20211126,27.38,58.72,5.73
20211127,25.4,71.24,15.43
20211128,23.65,83.34,79.8
20211129,23.9,83.14,16.15
20211130,22.75,89.27,103.38
20211201,23.1,80.68,4.08
20211202,22.81,79.5,6.26
20211203,23.03,84.62,11.55
20211204,23.27,84.46,11.55
20211205,23.2,84.21,8.65
20211206,23.43,81.78,3.83
20211207,23.72,80.84,0.71
20211208,23.84,80.49,1.18
20211209,23.33,84.38,2.8
20211210,23.65,77.57,1.56
20211211,22.69,73.28,0.3
20211212,22.7,74.48,1.01
20211213,23.53,76.75,4.41
20211214,23.49,82.8,9.04
20211215,23.15,85.11,10.08
20211216,23.43,83.66,4.71
20211217,23.7,79.06,1.77
20211218,23.61,81.35,9.19
20211219,23.75,80.88,4.23
20211220,23.98,83.69,7.83
20211221,23.77,82.17,11.52
20211222,23.41,81.64,9.76
20211223,23.85,79.6,3.18
20211224,23.78,81.66,2.75
20211225,22.87,83.65,1.36
20211226,23.77,81.71,3.91
20211227,24.34,75.87,0.4
20211228,23.53,81.77,3.56
20211229,24.36,74.84,0.3
20211230,24.42,71.72,0.05
20211231,22.94,71.65,0.03
20220101,23.04,70.36,0.03
20220102,23.27,69.78,0.08
20220103,23.5,68.62,0.02
20220104,23.65,67.48,0.01
20220105,23.99,72.03,0.96
20220106,24.1,78.31,0.89
20220107,24.71,73.41,0.23
20220108,24.43,73.66,0.21
20220109,23.92,70.83,0.13
20220110,24.7,69.32,0.05
20220111,23.76,72.19,0.21
20220112,23.68,65.15,0.03
20220113,24.03,62.08,0.01
20220114,24.83,63.57,0.02
20220115,25.35,61.61,0.16
20220116,24.98,63.94,0.09
20220117,26.01,61.29,0.47
20220118,24.15,76.44,10.46
20220119,24.58,72.31,2.2
20220120,24.58,65.18,0.15
20220121,24.85,65.28,0.13
20220122,24.76,64.79,0.28
20220123,23.9,61.37,0.08
20220124,23.66,63.28,0.06
20220125,24.71,58.31,0.06
20220126,24.14,56.5,0.01
20220127,23.51,55.9,0.01
20220128,24.92,54.21,0.01
20220129,25.27,57.94,0.15
20220130,24.79,63.25,0.74
20220131,25.31,58.78,0.18
20220201,25.6,58.74,0.35
20220202,26.75,60.62,0.63
20220203,25.75,68.07,0.81
20220204,26.48,62.93,0.74
20220205,26.69,56.24,0.18
20220206,25.72,57.92,1.15
20220207,25.4,61.84,1.51
20220208,25.24,55.13,0.16
20220209,25.38,48.37,0.03
20220210,25.48,48.68,0.0
20220211,25.91,53.33,0.05
20220212,26.13,58.46,0.07
20220213,26.45,56.11,0.05
20220214,26.17,55.46,0.06
20220215,25.1,60.63,0.16
20220216,26.83,50.91,0.01
20220217,27.31,48.57,0.02
20220218,27.21,53.75,0.33
20220219,27.21,54.9,0.4
20220220,27.32,54.08,0.16
20220221,27.65,56.9,0.2
20220222,27.46,55.37,0.49
20220223,27.04,54.46,0.12
20220224,25.7,63.74,1.94
20220225,25.44,67.94,1.35
20220226,27.03,56.01,0.03
20220227,27.46,50.72,0.0
20220228,26.58,53.04,0.02
20220301,26.16,56.43,0.03
20220302,26.1,54.37,7.02
20220303,27.26,47.4,3.09
20220304,27.1,48.77,2.27
20220305,26.28,49.18,2.35
20220306,26.25,53.3,5.48
20220307,26.93,53.3,0.15
20220308,27.3,55.83,0.18
20220309,27.5,51.52,0.11
20220310,26.96,51.89,0.04
20220311,27.26,51.31,0.03
20220312,27.25,50.6,0.03
20220313,27.39,46.76,0.02
20220314,27.65,46.86,0.04
20220315,27.61,49.92,0.05
20220316,28.4,45.2,0.1
20220317,27.98,51.22,0.06
20220318,27.18,53.49,0.16
20220319,27.86,51.12,0.15
20220320,28.55,44.61,0.04
20220321,27.71,46.88,0.09
20220322,27.4,49.18,0.18
20220323,28.24,47.17,0.12
20220324,28.34,54.24,1.17
20220325,28.12,55.54,0.52
20220326,27.13,59.33,3.34
20220327,27.46,59.2,0.8
20220328,27.23,60.63,1.68
20220329,26.96,62.19,1.15
20220330,27.32,58.91,1.17
20220331,26.28,69.32,4.79
20220401,25.88,69.33,2.8
20220402,26.71,61.67,0.58
20220403,26.96,58.52,0.55
20220404,27.9,55.3,0.23
20220405,28.65,51.74,0.08
20220406,28.34,52.76,0.02
20220407,28.23,51.31,0.01
20220408,28.24,50.44,0.02
20220409,28.61,51.39,0.01
20220410,28.09,52.27,0.02
20220411,27.89,47.62,1.29
20220412,28.83,49.04,0.28
20220413,28.85,49.64,0.24
20220414,26.85,62.75,2.54
20220415,27.76,55.75,1.74
20220416,26.5,46.57,0.9
20220417,27.58,44.87,13.43
20220418,27.75,58.1,12.66
20220419,27.58,59.24,14.24
20220420,25.78,72.77,50.77
20220421,24.31,79.16,42.48
20220422,25.13,75.19,1.0
20220423,23.58,80.11,2.35
20220424,24.11,69.53,0.1
20220425,25.09,71.7,0.68
20220426,25.48,73.69,1.19
20220427,25.63,69.33,2.12
20220428,25.0,73.97,6.99
20220429,25.22,71.22,0.66
20220430,26.03,69.52,0.36
20220501,25.02,71.84,1.12
20220502,23.81,78.47,13.07
20220503,24.02,73.14,1.2
20220504,23.78,72.28,3.28
20220505,24.58,69.33,1.27
20220506,25.1,65.39,0.48
20220507,25.47,67.56,0.72
20220508,26.42,63.89,0.38
20220509,26.83,62.9,0.14
20220510,26.65,60.46,0.02
20220511,26.83,61.96,0.15
20220512,25.71,58.01,0.09
20220513,25.64,63.86,1.41
20220514,25.79,62.53,0.11
20220515,26.12,58.82,0.05
20220516,26.13,57.92,0.24
20220517,25.79,59.8,0.4
20220518,25.66,57.72,0.46
20220519,24.57,61.88,2.22
20220520,25.98,56.93,0.25
20220521,26.28,58.96,0.43
20220522,26.22,60.15,0.53
20220523,26.78,56.92,0.14
20220524,26.93,51.89,0.05
20220525,26.91,55.64,0.17
20220526,26.68,57.86,0.17
20220527,27.1,56.24,0.36
20220528,26.07,57.45,0.33
20220529,25.91,56.2,0.19
20220530,25.45,55.16,0.31
20220531,25.77,53.49,0.06
20220601,25.88,55.78,0.11
20220602,25.48,56.71,0.12
20220603,24.96,54.23,0.07
20220604,24.68,51.89,0.03
20220605,25.31,51.36,0.04
20220606,25.98,57.26,0.13
20220607,26.01,48.4,0.09
20220608,25.51,53.04,0.09
20220609,25.19,54.41,0.05
20220610,25.54,54.09,0.24
20220611,25.96,55.65,0.2
20220612,25.43,59.37,0.43
20220613,25.43,55.77,0.23
20220614,25.73,54.49,0.12
20220615,26.1,53.44,0.03
20220616,25.82,50.85,0.02
20220617,26.0,56.01,0.07
20220618,25.33,57.11,0.17
20220619,25.26,55.96,0.29
20220620,24.9,52.79,0.2
20220621,24.64,53.37,0.03
20220622,25.38,52.12,0.02
20220623,23.99,59.43,0.65
20220624,23.7,56.35,0.2
20220625,24.57,53.08,0.44
20220626,23.51,53.75,0.47
20220627,24.44,53.25,0.13
20220628,23.94,51.18,0.08
20220629,23.87,51.95,0.21
20220630,24.11,54.32,0.06
20220701,23.85,56.68,0.09
20220702,23.88,53.39,0.04
20220703,23.94,54.52,0.12
20220704,23.89,52.43,0.03
20220705,24.35,54.13,0.12
20220706,24.13,58.56,0.21
20220707,23.93,58.46,0.17
20220708,22.86,61.74,1.44
20220709,21.67,61.09,0.36
20220710,23.09,58.26,0.68
20220711,23.19,51.8,0.33
20220712,22.87,53.52,0.22
20220713,24.63,49.85,0.13
20220714,25.11,55.9,1.0
20220715,24.82,62.09,0.88
20220716,24.85,56.68,0.3
20220717,23.87,59.76,0.42
20220718,23.88,58.02,1.15
20220719,24.05,54.3,0.16
20220720,23.28,60.04,0.95
20220721,23.23,50.97,0.16
20220722,23.53,56.4,0.32
20220723,23.74,53.98,0.19
20220724,23.96,56.52,0.32
20220725,24.18,55.93,0.26
20220726,23.83,57.42,0.45
20220727,24.41,55.49,0.33
20220728,23.82,58.65,0.43
20220729,24.3,57.28,0.41
20220730,24.67,57.27,0.33
20220731,25.1,55.16,0.71
20220801,23.69,60.55,2.28
20220802,23.33,56.12,2.46
20220803,23.66,53.4,1.55
20220804,23.08,57.86,0.55
20220805,23.31,53.88,0.36
20220806,23.33,54.23,0.34
20220807,22.53,57.79,0.43
20220808,23.05,56.81,0.27
20220809,23.79,53.35,2.37
20220810,24.41,52.83,3.58
20220811,23.83,60.53,5.74
20220812,23.1,61.89,7.25
20220813,23.4,56.53,3.95
20220814,23.73,58.08,0.47
20220815,24.26,58.86,0.2
20220816,23.69,59.58,0.41
20220817,24.2,53.37,0.08
20220818,24.57,52.51,0.08
20220819,25.02,48.11,0.03
20220820,25.42,47.95,0.03
20220821,26.05,49.58,0.03
20220822,24.84,47.19,0.03
20220823,24.63,51.08,0.06
20220824,24.61,46.8,0.12
20220825,24.86,52.15,0.23
20220826,24.66,56.84,1.18
20220827,24.08,56.59,0.5
20220828,24.18,49.65,0.2
20220829,25.21,51.74,0.08
20220830,25.55,50.58,0.08
20220831,25.29,50.78,0.11
20220901,24.8,46.47,0.1
20220902,24.33,53.21,0.27
20220903,24.48,50.94,0.34
20220904,24.95,50.27,0.34
20220905,24.86,52.79,0.61
20220906,25.27,54.83,0.98
20220907,24.33,54.67,1.11
20220908,23.81,54.39,6.52
20220909,23.94,57.68,4.11
20220910,24.87,54.54,1.28
20220911,24.36,62.11,3.84
20220912,24.34,62.96,5.82
20220913,23.48,63.85,1.93
20220914,24.34,57.33,0.11
20220915,24.68,58.28,0.17
20220916,24.69,56.0,0.1
20220917,24.82,58.26,0.2
20220918,25.44,52.87,0.16
20220919,26.06,55.85,0.17
20220920,26.24,55.72,0.15
20220921,25.81,52.35,0.05
20220922,26.23,52.48,0.14
20220923,25.86,48.11,0.07
20220924,26.36,51.49,0.34
20220925,26.67,52.68,0.58
20220926,26.34,56.25,1.02
20220927,26.12,49.88,0.25
20220928,25.96,47.19,0.04
20220929,26.04,50.61,0.04
20220930,25.88,52.76,0.03
20221001,26.35,51.3,0.05
20221002,26.23,50.85,0.04
20221003,25.85,49.61,0.25
20221004,25.57,43.67,0.05
20221005,26.1,45.0,0.11
20221006,26.82,52.31,0.33
20221007,25.97,52.21,0.42
20221008,26.23,46.97,0.06
20221009,25.9,46.61,0.11
20221010,25.51,46.45,0.02
20221011,25.45,44.18,0.02
20221012,25.13,43.52,0.04
20221013,25.72,42.62,0.02
20221014,25.7,43.82,0.01
20221015,25.51,44.99,0.02
20221016,26.76,48.88,0.05
20221017,27.31,54.6,0.12
20221018,26.66,53.46,0.11
20221019,26.64,50.57,0.07
20221020,26.43,48.51,0.04
20221021,25.72,50.1,0.06
20221022,26.56,46.49,0.03
20221023,27.07,53.56,0.15
20221024,27.44,49.51,0.08
20221025,27.61,51.39,0.26
20221026,27.88,50.53,0.1
20221027,27.72,52.84,0.48
20221028,27.55,50.62,0.23
20221029,27.34,51.31,0.28
20221030,27.45,52.27,1.13
20221031,25.34,69.27,16.55
20221101,24.29,74.82,17.35
20221102,23.82,71.86,3.1
20221103,24.06,65.89,0.55
20221104,25.02,65.63,0.69
20221105,25.45,62.29,0.51
20221106,25.0,72.29,5.53
20221107,25.47,70.9,3.81
20221108,25.5,66.25,1.86
20221109,26.12,60.61,0.2
20221110,25.66,66.97,2.37
20221111,24.52,73.92,4.46
20221112,24.57,71.19,3.25
20221113,25.64,65.57,1.33
20221114,25.35,69.44,3.69
20221115,24.98,71.39,5.05
20221116,24.32,75.78,7.9
20221117,23.76,76.77,8.98
20221118,25.04,66.59,0.74
20221119,23.9,79.56,16.97
20221120,24.04,80.68,50.65
20221121,24.22,79.39,3.3
20221122,23.54,81.42,3.93
20221123,23.93,77.22,2.74
20221124,23.38,76.9,1.99
20221125,23.78,74.32,0.86
20221126,24.39,68.5,0.19
20221127,24.8,69.47,0.6
20221128,23.59,79.25,1.95
20221129,24.26,76.6,2.64
20221130,24.0,77.65,3.65
20221201,24.52,72.07,1.47
20221202,25.09,68.43,1.87
20221203,24.39,72.03,2.02
20221204,24.43,73.99,6.18
20221205,25.36,68.03,0.84
20221206,25.55,67.2,1.42
20221207,24.29,74.13,5.76
20221208,24.21,71.28,3.26
20221209,23.86,73.3,2.51
20221210,24.75,71.14,1.64
20221211,24.54,74.86,3.87
20221212,24.48,74.27,1.61
20221213,24.56,72.83,1.7
20221214,24.84,68.62,0.37
20221215,25.1,66.32,0.59
20221216,25.27,65.76,0.37
20221217,25.5,64.16,0.13
20221218,25.72,62.19,0.06
20221219,25.77,58.12,0.04
20221220,25.93,51.55,0.01
20221221,25.7,56.35,0.05
20221222,25.02,65.27,2.05
20221223,25.55,65.65,1.36
20221224,25.32,64.31,1.25
20221225,25.42,63.58,0.56
20221226,25.46,64.61,0.78
20221227,25.34,63.49,0.22
20221228,25.36,61.51,0.13
20221229,24.72,61.28,0.42
20221230,24.8,57.71,0.05
20221231,24.94,55.65,0.03
20230101,25.2,57.89,0.07
20230102,24.49,67.06,2.3
20230103,23.64,72.26,8.05
20230104,24.34,65.4,2.33
20230105,24.26,67.94,0.62
20230106,25.49,56.03,0.57
20230107,25.0,60.51,0.4
20230108,25.21,63.52,2.29
20230109,25.23,63.78,1.69
20230110,24.71,68.76,3.43
20230111,25.0,66.78,0.4
20230112,25.35,60.5,0.15
20230113,24.99,56.53,0.02
20230114,24.64,54.85,0.01
20230115,25.36,53.16,0.03
20230116,25.27,56.86,0.02
20230117,24.9,53.83,0.01
20230118,25.72,44.1,0.0
20230119,26.06,47.91,0.01
20230120,26.04,51.47,0.02
20230121,26.0,46.37,0.01
20230122,25.36,55.83,0.1
20230123,26.08,58.22,0.11
20230124,26.49,57.79,0.17
20230125,26.46,54.16,0.01
20230126,26.68,48.49,0.02
20230127,25.69,50.96,0.04
20230128,25.5,49.12,0.0
20230129,25.3,50.52,0.03
20230130,25.59,49.19,0.02
20230131,25.82,51.09,0.01
20230201,26.89,49.25,0.0
20230202,27.04,47.83,0.0
20230203,25.82,45.37,0.0
20230204,27.19,44.62,0.01
20230205,26.43,46.58,0.01
20230206,25.7,45.41,0.0
20230207,25.82,47.65,0.02
20230208,26.86,48.6,0.04
20230209,26.84,51.95,0.11
20230210,27.85,44.29,0.0
20230211,27.23,48.65,0.0
20230212,25.75,46.3,0.0
20230213,25.8,45.15,0.0
20230214,26.53,48.08,0.0
20230215,27.86,45.06,0.0
20230216,27.65,48.97,0.0
20230217,26.84,49.24,0.0
20230218,26.86,50.64,0.0
20230219,27.43,50.35,0.0
20230220,26.42,45.08,0.06
20230221,26.32,44.43,0.12
20230222,26.78,44.76,0.07
20230223,27.51,46.09,0.07
20230224,27.53,46.9,0.17
20230225,27.8,47.72,0.09
20230226,28.2,48.75,0.25
20230227,28.26,51.31,0.51
20230228,27.52,51.19,0.19
20230301,28.11,43.9,0.04
20230302,28.39,47.41,0.2
20230303,28.2,45.68,0.13
20230304,27.68,44.82,0.04
20230305,27.25,47.43,0.06
20230306,27.21,51.42,0.23
20230307,27.07,55.16,0.18
20230308,27.91,48.66,0.02
20230309,28.46,49.55,0.12
20230310,28.83,48.49,0.08
20230311,27.65,50.02,0.17
20230312,27.55,48.78,0.95
20230313,28.17,48.97,0.2
20230314,27.57,50.7,0.81
20230315,27.1,51.84,0.59
20230316,27.87,50.63,1.75
20230317,27.86,43.96,0.27
20230318,27.73,43.18,0.08
20230319,28.45,41.17,0.04
20230320,27.74,49.03,0.21
20230321,26.34,55.39,2.69
20230322,27.64,54.89,1.92
20230323,26.3,62.78,1.36
20230324,25.44,66.62,2.73
20230325,25.72,66.84,4.86
20230326,24.44,73.76,2.83
20230327,26.76,60.16,0.21
20230328,27.63,60.32,0.89
20230329,27.29,61.76,0.33
20230330,26.96,61.89,0.85
20230331,26.75,63.54,1.31
20230401,27.51,55.69,2.04
20230402,27.52,56.94,4.7
20230403,26.36,70.44,10.36
20230404,24.01,82.56,25.87
20230405,23.45,87.73,31.51
20230406,24.81,77.93,3.53
20230407,24.72,78.36,1.64
20230408,25.26,74.69,0.7
20230409,25.62,71.59,0.41
20230410,25.23,72.92,1.9
20230411,24.59,78.31,18.83
20230412,24.84,78.51,13.34
20230413,24.17,81.41,30.74
20230414,24.71,74.8,2.51
20230415,25.08,73.16,1.87
20230416,24.94,72.38,2.54
20230417,25.68,70.3,0.71
20230418,25.11,75.24,9.46
20230419,25.61,70.61,0.32
20230420,26.13,69.44,1.2
20230421,26.89,70.14,1.63
20230422,24.35,80.71,7.33
20230423,24.68,68.77,1.86
20230424,24.74,74.47,4.67
20230425,22.43,89.5,53.07
20230426,24.34,75.65,3.86
20230427,24.43,75.17,1.49
20230428,25.01,74.57,3.52
20230429,24.39,69.74,3.67
20230430,23.86,74.25,3.11
20230501,24.28,70.56,0.26
20230502,25.13,66.64,0.41
20230503,24.73,72.33,0.77
20230504,24.69,70.32,1.56
20230505,24.69,70.11,0.43
20230506,25.67,69.5,0.58
20230507,25.97,70.01,0.89
20230508,25.89,69.25,0.5
